Bartleby	Presentiments of strange discoveries hovered round me. The scrivener's pale form appeared to me laid out, among uncaring strangers, in its shivering winding sheet. Suddenly I was attracted by [MASK]'s closed desk, the key in open sight left in the lock.
Bartleby	Immediately it occurred to me that my ears had deceived me, or [MASK] had entirely misunderstood my meaning. I repeated my request in the clearest tone I could assume. But in quite as clear a one came the previous reply, "I would prefer not to."
Bartleby	"I prefer not to dine to-day," said [MASK], turning away. "It would disagree with me; I am unused to dinners." So saying he slowly moved to the other side of the inclosure, and took up a position fronting the dead-wall.
Bartleby	These sad fancyings--chimeras, doubtless, of a sick and silly brain--led on to other and more special thoughts, concerning the eccentricities of [MASK]. Presentiments of strange discoveries hovered round me. The scrivener's pale form appeared to me laid out, among uncaring strangers, in its shivering winding sheet.
Bartleby	As days passed on, I became considerably reconciled to [MASK]. His steadiness, his freedom from all dissipation, his incessant industry (except when he chose to throw himself into a standing revery behind his screen), his great stillness, his unalterableness of demeanor under all circumstances, made him a valuable acquisition.
Bartleby	I motioned him into the lawyer's room, who then left us. "[MASK]," said I, "are you aware that you are the cause of great tribulation to me, by persisting in occupying the entry after being dismissed from the office?"
Bartleby	Imagine my surprise, nay, my consternation, when without moving from his privacy, [MASK] in a singularly mild, firm voice, replied, "I would prefer not to." I sat awhile in perfect silence, rallying my stunned faculties.
Edwards	Ought I to acknowledge it? That afternoon I left the office without saying one further word to him. Some days now passed, during which, at leisure intervals I looked a little into "[MASK] on the Will," and "Priestly on Necessity.
Bartleby	Say now you will help to examine papers to-morrow or next day: in short, say now that in a day or two you will begin to be a little reasonable:--say so, [MASK]." "At present I would prefer not to be a little reasonable," was his mildly cadaverous reply.
Bartleby	Sometimes an attorney having business with me, and calling at my office and finding no one but the scrivener there, would undertake to obtain some sort of precise information from him touching my whereabouts; but without heeding his idle talk, [MASK] would remain standing immovable in the middle of the room.
Bartleby	What my own astonished eyes saw of [MASK], _that_ is all I know of him, except, indeed, one vague report which will appear in the sequel. Ere introducing the scrivener, as he first appeared to me, it is fit
Bartleby	"I prefer not to," he respectfully and slowly said, and mildly disappeared. "Very good, [MASK]," said I, in a quiet sort of serenely severe self-possessed tone, intimating the unalterable purpose of some terrible retribution very close at hand.
Bartleby	Seeking the right officer, I stated the purpose of my call, and was informed that the individual I described was indeed within. I then assured the functionary that [MASK] was a perfectly honest man, and greatly to be compassionated, however unaccountably eccentric.
Bartleby	While of other law-copyists I might write the complete life, of [MASK] nothing of that sort can be done. I believe that no materials exist for a full and satisfactory biography of this man. It is an irreparable loss to literature.
Bartleby	He overheard those final words of [MASK]. "_Prefer not_, eh?" gritted Nippers--"I'd _prefer_ him, if I were you, sir," addressing me--"I'd _prefer_ him; I'd give him preferences, the stubborn mule!
Bartleby	Still added days went by. Whether [MASK]'s eyes improved or not, I could not say. To all appearance, I thought they did. But when I asked him if they did, he vouchsafed no answer. At all events, he would do no copying.
Bartleby	In answer to my advertisement, a motionless young man one morning, stood upon my office threshold, the door being open, for it was summer. I can see that figure now--pallidly neat, pitiably respectable, incurably forlorn! It was [MASK].
Bartleby	Yes, [MASK], stay there behind your screen, thought I; I shall persecute you no more; you are harmless and noiseless as any of these old chairs; in short, I never feel so private as when I know you are here.
Bartleby	The next day I noticed that [MASK] did nothing but stand at his window in his dead-wall revery. Upon asking him why he did not write, he said that he had decided upon doing no more writing. "Why, how now?
Bartleby	At length, necessities connected with my business tyrannized over all other considerations. Decently as I could, I told [MASK] that in six days' time he must unconditionally leave the office. I warned him to take measures, in the interval, for procuring some other abode.
Bartleby	And thus, in a manner, privacy and society were conjoined. At first [MASK] did an extraordinary quantity of writing. As if long famishing for something to copy, he seemed to gorge himself on my documents. There was no pause for digestion.
Bartleby	My blind inveteracy returned. Was there any other thing in which I could procure myself to be ignominiously repulsed by this lean, penniless wight?--my hired clerk? What added thing is there, perfectly reasonable, that he will be sure to refuse to do? "[MASK]!"
Mary	But them roses as has climbed all over it will near hide every bit o' th' dead wood when they're full o' leaves an' flowers. It won't look dead then. It'll be th' prettiest of all." [MASK] still gazed at the tree and thought.
Mary	"He's th' only friend I've got." "I have no friends at all," said [MASK]. "I never had. My Ayah didn't like me and I never played with any one."
Dickon	"An' I didn't come through th' door. I come over th' wall. Th' rheumatics held me back th' last two year'." "Tha' come an' did a bit o' prunin'!" cried [MASK].
Mary	"I can have my garden!" cried [MASK]. "I may have it where I like! I am not going to have a governess for a long time! Your mother is coming to see me and I may go to your cottage!
Mary	He talked to th' other doctor quite rough--in a polite way. He said there'd been too much medicine and too much lettin' him have his own way." "I think he's a very spoiled boy," said [MASK]. "
Mary	"Tha'rt like th' robin," he said to her one morning when he lifted his head and saw her standing by him. "I never knows when I shall see thee or which side tha'll come from." "He's friends with me now," said [MASK].
Colin	It is under the ivy on the wall." If he had been a strong healthy boy [MASK] would probably have shouted "Hooray! Hooray! Hooray!" but he was weak and rather hysterical; his eyes grew bigger and bigger and he gasped for breath.
Mary	But there's nowt to see." [MASK] made no response. She went down the path and through the second green door. There, she found more walls and winter vegetables and glass frames, but in the second wall there was another green door and it was not open.
Mary	"But that's not all," [MASK] went on, almost pale with solemn excitement. "The rest is better. There is a door into the garden. I found it. It is under the ivy on the wall."
Dickon	Our [MASK] goes off on th' moor by himself an' plays for hours. That's how he made friends with th' pony. He's got sheep on th' moor that knows him, an' birds as comes an' eats out of his hand.
Mary	"I know tha' thinks I'm a queer lad," he said, "but I think tha' art th' queerest little lass I ever saw." Then [MASK] did a strange thing. She leaned forward and asked him a question she had never dreamed of asking any one before.
Mary	an' she's only four year' old. Sometimes tha' looks fair soft in th' head." [MASK] had worn her contrary scowl for an hour after that, but it made her think several entirely new things.
Mary	Where is tha' garden?" [MASK]'s thin hands clutched each other as they lay on her lap. She did not know what to say, so for a whole minute she said nothing. She had never thought of this. She felt miserable.
Mary	There's green in that wood yet. Look at it." [MASK] was down on her knees before he spoke, gazing with all her might. "When it looks a bit greenish an' juicy like that, it's wick," he explained.
Mary	"And please--please don't make me have a governess yet." He rubbed his forehead again and stared at her. "That was what the Sowerby woman said," he muttered absentmindedly. Then [MASK] gathered a scrap of courage. "
Mary	"See how these has pushed up, an' these an' these! An' Eh! Look at these here!" He threw himself upon his knees and [MASK] went down beside him. They had come upon a whole clump of crocuses burst into purple and orange and gold.
Mary	He threw himself into a passion an' he said he'd looked at him because he was going to be a hunchback. He cried himself into a fever an' was ill all night." "If he ever gets angry at me, I'll never go and see him again," said [MASK].
Colin	wouldn't it be possible to take him to the garden without having any one find it out? The grand doctor had said that he must have fresh air and [MASK] had said that he would not mind fresh air in a secret garden.
Mary	[MASK] was an odd, determined little person, and now she had something interesting to be determined about, she was very much absorbed, indeed. She worked and dug and pulled up weeds steadily, only becoming more pleased with her work every hour instead of tiring of it.
Mary	she wanted to do, [MASK] went to the green door and turned the handle. She hoped the door would not open because she wanted to be sure she had found the mysterious garden--but it did open quite easily and she walked through it and found herself in an orchard.
Dickon	They both felt their pulses beat faster. "It's mother!" [MASK] said again when they met halfway. "I knowed tha' wanted to see her an' I told her where th' door was hid."
Colin	"An' tha'lt stop bein' afraid in a bit." "I shall?" said [MASK], and he lay still as if he were wondering about things. They were really very quiet for a little while. The sun was dropping lower.
Mary	"Where's that robin as is callin' us?" he said. The chirp came from a thick holly bush, bright with scarlet berries, and [MASK] thought she knew whose it was. "Is it really calling us?" she asked.
Mary	He asked question after question. Where was it? Had she never looked for the door? Had she never asked the gardeners? "They won't talk about it," said [MASK]. "I think they have been told not to answer questions."
Tommy	On the morrow they took up the search once more, and were reluctantly forced to the conclusion that the house had not been invaded for some considerable time. They might have left the village altogether but for a fortunate discovery of [MASK]’s.
Alice	‘A knot!’ said [MASK], always ready to make herself useful, and looking anxiously about her. ‘Oh, do let me help to undo it!’ ‘I shall do nothing of the sort,’ said the Mouse, getting up and walking away.
Alice	said the Footman. ‘That’s the first question, you know.’ It was, no doubt: only [MASK] did not like to be told so. ‘It’s really dreadful,’ she muttered to herself, ‘the way all the creatures argue.
Alice	Tell me that first, and then, if I like being that person, I’ll come up: if not, I’ll stay down here till I’m somebody else”--but, oh dear!’ cried [MASK], with a sudden burst of tears, ‘I do wish they WOULD put their heads down!
Alice	‘Would it be of any use, now,’ thought [MASK], ‘to speak to this mouse? Everything is so out-of-the-way down here, that I should think very likely it can talk: at any rate, there’s no harm in trying.’
Alice	said [MASK], and she put them into a large flower-pot that stood near. The three soldiers wandered about for a minute or two, looking for them, and then quietly marched off after the others. ‘Are their heads off?’ shouted the Queen.
Alice	First, however, she waited for a few minutes to see if she was going to shrink any further: she felt a little nervous about this; ‘for it might end, you know,’ said [MASK] to herself, ‘in my going out altogether, like a candle.
Alice	‘The trial cannot proceed,’ said the King in a very grave voice, ‘until all the jurymen are back in their proper places--ALL,’ he repeated with great emphasis, looking hard at [MASK] as he said do.
Alice	[MASK] did not dare to disobey, though she felt sure it would all come wrong, and she went on in a trembling voice:-- ‘I passed by his garden, and marked, with one eye, How the Owl and the Panther were sharing a pie--’ [later editions continued as follows
Alice	‘You promised to tell me your history, you know,’ said [MASK], ‘and why it is you hate--C and D,’ she added in a whisper, half afraid that it would be offended again. ‘Mine is a long and a sad tale!’
Alice	‘Which would NOT be an advantage,’ said [MASK], who felt very glad to get an opportunity of showing off a little of her knowledge. ‘Just think of what work it would make with the day and night!
Alice	said [MASK] as she picked her way through the wood. ‘It’s the stupidest tea-party I ever was at in all my life!’ Just as she said this, she noticed that one of the trees had a door leading right into it.
Alice	‘Have some wine,’ the March Hare said in an encouraging tone. [MASK] looked all round the table, but there was nothing on it but tea. ‘I don’t see any wine,’ she remarked.
Alice	’ ‘They were obliged to have him with them,’ the Mock Turtle said: ‘no wise fish would go anywhere without a porpoise.’ ‘Wouldn’t it really?’ said [MASK] in a tone of great surprise.
Alice	[MASK] knew it was the Rabbit coming to look for her, and she trembled till she shook the house, quite forgetting that she was now about a thousand times as large as the Rabbit, and had no reason to be afraid of it.
Alice	‘If I’d been the whiting,’ said [MASK], whose thoughts were still running on the song, ‘I’d have said to the porpoise, “Keep back, please: we don’t want YOU with us!”
Alice	and the King put on his spectacles and looked anxiously round, to make out who was talking. [MASK] could see, as well as if she were looking over their shoulders, that all the jurors were writing down ‘stupid things!’
Alice	[MASK] thought the whole thing very absurd, but they all looked so grave that she did not dare to laugh; and, as she could not think of anything to say, she simply bowed, and took the thimble, looking as solemn as she could.
Dinah	‘I wish I hadn’t mentioned [MASK]!’ she said to herself in a melancholy tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best cat in the world!
Alice	Suddenly she came upon a little three-legged table, all made of solid glass; there was nothing on it except a tiny golden key, and [MASK]’s first thought was that it might belong to one of the doors of the hall; but, alas!
Alice	on their slates, and she could even make out that one of them didn’t know how to spell ‘stupid,’ and that he had to ask his neighbour to tell him. ‘A nice muddle their slates’ll be in before the trial’s over!’ thought [MASK].
Alice	There were doors all round the hall, but they were all locked; and when [MASK] had been all the way down one side and up the other, trying every door, she walked sadly down the middle, wondering how she was ever to get out again.
Alice	The great question certainly was, what? [MASK] looked all round her at the flowers and the blades of grass, but she did not see anything that looked like the right thing to eat or drink under the circumstances.
Alice	‘I make you a present of everything I’ve said as yet.’ ‘A cheap sort of present!’ thought [MASK]. ‘I’m glad they don’t give birthday presents like that!’ But she did not venture to say it out loud.
Alice	‘Oh, you’re sure to do that,’ said the Cat, ‘if you only walk long enough.’ [MASK] felt that this could not be denied, so she tried another question. ‘What sort of people live about here?’
Alice	Don’t be all day about it!’ and he went on in these words: ‘Yes, we went to school in the sea, though you mayn’t believe it--’ ‘I never said I didn’t!’ interrupted [MASK].
Alice	‘Come on, then,’ said the Queen, ‘and he shall tell you his history,’ As they walked off together, [MASK] heard the King say in a low voice, to the company generally, ‘You are all pardoned.’
Alice	Oh, I shouldn’t like THAT!’ ‘Oh, you foolish [MASK]!’ she answered herself. ‘How can you learn lessons in here? Why, there’s hardly room for YOU, and no room at all for any lesson-books!’
Alice	‘THAT you won’t’ thought [MASK], and, after waiting till she fancied she heard the Rabbit just under the window, she suddenly spread out her hand, and made a snatch in the air. She did not get hold of anything,
Alice	And the moral of that is--“The more there is of mine, the less there is of yours.”’ ‘Oh, I know!’ exclaimed [MASK], who had not attended to this last remark, ‘it’s a vegetable.
Alice	[MASK] tried to fancy to herself what such an extraordinary ways of living would be like, but it puzzled her too much, so she went on: ‘But why did they live at the bottom of a well?’
Alice	[MASK] looked up, and there stood the Queen in front of them, with her arms folded, frowning like a thunderstorm. ‘A fine day, your Majesty!’ the Duchess began in a low, weak voice.
Alice	I shall be a great deal too far off to trouble myself about you: you must manage the best way you can;--but I must be kind to them,’ thought [MASK], ‘or perhaps they won’t walk the way I want to go!
Alice	[MASK] took up the fan and gloves, and, as the hall was very hot, she kept fanning herself all the time she went on talking: ‘Dear, dear! How queer everything is to-day! And yesterday things went on just as usual.
Alice	‘Can’t remember WHAT things?’ said the Caterpillar. ‘Well, I’ve tried to say “HOW DOTH THE LITTLE BUSY BEE,” but it all came different!’ [MASK] replied in a very melancholy voice.
Alice	The first question of course was, how to get dry again: they had a consultation about this, and after a few minutes it seemed quite natural to [MASK] to find herself talking familiarly with them, as if she had known them all her life.
Alice	‘Please, then,’ said [MASK], ‘how am I to get in?’ ‘There might be some sense in your knocking,’ the Footman went on without attending to her, ‘if we had the door between us.
Alice	‘Come, that finished the guinea-pigs!’ thought [MASK]. ‘Now we shall get on better.’ ‘I’d rather finish my tea,’ said the Hatter, with an anxious look at the Queen, who was reading the list of singers.
Alice	‘And what an ignorant little girl she’ll think me for asking! No, it’ll never do to ask: perhaps I shall see it written up somewhere.’ Down, down, down. There was nothing else to do, so [MASK] soon began talking again.
Alice	So they got their tails fast in their mouths. So they couldn’t get them out again. That’s all.’ ‘Thank you,’ said [MASK], ‘it’s very interesting. I never knew so much about a whiting before.’
Alice	The Footman seemed to think this a good opportunity for repeating his remark, with variations. ‘I shall sit here,’ he said, ‘on and off, for days and days.’ ‘But what am I to do?’ said [MASK].
Alice	‘By-the-bye, what became of the baby?’ said the Cat. ‘I’d nearly forgotten to ask.’ ‘It turned into a pig,’ [MASK] quietly said, just as if it had come back in a natural way.
Alice	‘It’s all her fancy, that: they never executes nobody, you know. Come on!’ ‘Everybody says “come on!” here,’ thought [MASK], as she went slowly after it: ‘I never was so ordered about in all my life, never!’
Alice	‘That’s nothing to what I could say if I chose,’ the Duchess replied, in a pleased tone. ‘Pray don’t trouble yourself to say it any longer than that,’ said [MASK]. ‘Oh, don’t talk about trouble!’
Dinah	she said to herself in a melancholy tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best cat in the world! Oh, my dear [MASK]! I wonder if I shall ever see you any more!’
Alice	and a Canary called out in a trembling voice to its children, ‘Come away, my dears! It’s high time you were all in bed!’ On various pretexts they all moved off, and [MASK] was soon left alone.
Alice	I think I could, if I only knew how to begin.’ For, you see, so many out-of-the-way things had happened lately, that [MASK] had begun to think that very few things indeed were really impossible.
Alice	‘But then,’ thought [MASK], ‘shall I NEVER get any older than I am now? That’ll be a comfort, one way--never to be an old woman--but then--always to have lessons to learn! Oh, I shouldn’t like THAT!’
Alice	The Pool of Tears ‘Curiouser and curiouser!’ cried [MASK] (she was so much surprised, that for the moment she quite forgot how to speak good English); ‘now I’m opening out like the largest telescope that ever was! Good-bye, feet!’
Alice	‘It’s--it’s a very fine day!’ said a timid voice at her side. She was walking by the White Rabbit, who was peeping anxiously into her face. ‘Very,’ said [MASK]: ‘--where’s the Duchess?’ ‘Hush!
Alice	Quick, now!’ And [MASK] was so much frightened that she ran off at once in the direction it pointed to, without trying to explain the mistake it had made. ‘He took me for his housemaid,’ she said to herself as she ran.
Alice	‘Come, it’s pleased so far,’ thought [MASK], and she went on. ‘Would you tell me, please, which way I ought to go from here?’ ‘That depends a good deal on where you want to get to,’ said the Cat.
Alice	‘Do you play croquet with the Queen to-day?’ ‘I should like it very much,’ said [MASK], ‘but I haven’t been invited yet.’ ‘You’ll see me there,’ said the Cat, and vanished.
Alice	‘If you knew Time as well as I do,’ said the Hatter, ‘you wouldn’t talk about wasting IT. It’s HIM.’ ‘I don’t know what you mean,’ said [MASK]. ‘Of course you don’t!’
Alice	‘I thought it would,’ said the Cat, and vanished again. [MASK] waited a little, half expecting to see it again, but it did not appear, and after a minute or two she walked on in the direction in which the March Hare was said to live.
Alice	‘One side of WHAT? The other side of WHAT?’ thought [MASK] to herself. ‘Of the mushroom,’ said the Caterpillar, just as if she had asked it aloud; and in another moment it was out of sight.
Alice	[MASK] glanced rather anxiously at the cook, to see if she meant to take the hint; but the cook was busily stirring the soup, and seemed not to be listening, so she went on again: ‘Twenty-four hours, I THINK; or is it twelve?
Alice	‘I don’t know of any that do,’ [MASK] said very politely, feeling quite pleased to have got into a conversation. ‘You don’t know much,’ said the Duchess; ‘and that’s a fact.’
Alice	There could be no doubt that it had a VERY turn-up nose, much more like a snout than a real nose; also its eyes were getting extremely small for a baby: altogether [MASK] did not like the look of the thing at all.
Alice	[MASK] looked at the jury-box, and saw that, in her haste, she had put the Lizard in head downwards, and the poor little thing was waving its tail about in a melancholy way, being quite unable to move.
Alice	For he can thoroughly enjoy The pepper when he pleases!’ CHORUS. ‘Wow! wow! wow!’ ‘Here! you may nurse it a bit, if you like!’ the Duchess said to [MASK], flinging the baby at her as she spoke.
Alice	You know the song, perhaps?’ ‘I’ve heard something like it,’ said [MASK]. ‘It goes on, you know,’ the Hatter continued, ‘in this way:-- “Up above the world you fly, Like a tea-tray in the sky.
Alice	‘--so you can have no idea what a delightful thing a Lobster Quadrille is!’ ‘No, indeed,’ said [MASK]. ‘What sort of a dance is it?’ ‘Why,’ said the Gryphon, ‘you first form into a line along the sea-shore--’
Alice	‘The idea of having the sentence first!’ ‘Hold your tongue!’ said the Queen, turning purple. ‘I won’t!’ said [MASK]. ‘Off with her head!’ the Queen shouted at the top of her voice. Nobody moved.
Alice	about once in a minute. [MASK] began to feel very uneasy: to be sure, she had not as yet had any dispute with the Queen, but she knew that it might happen any minute, ‘and then,’ thought she, ‘what would become of me?
Pennyworth	Soo--oop of the e--e--evening, Beautiful, beautiful Soup! ‘Beautiful Soup! Who cares for fish, Game, or any other dish? Who would not give all else for two [MASK] only of beautiful Soup?
Alice	I suppose you’ll be telling me next that you never tasted an egg!’ ‘I HAVE tasted eggs, certainly,’ said [MASK], who was a very truthful child; ‘but little girls eat eggs quite as much as serpents do, you know.’
Alice	‘You are,’ said the King. ‘Nearly two miles high,’ added the Queen. ‘Well, I shan’t go, at any rate,’ said [MASK]: ‘besides, that’s not a regular rule: you invented it just now.’
Bill	Who’s to go down the chimney?--Nay, I shan’t! YOU do it!--That I won’t, then!--Bill’s to go down--Here, [MASK]! the master says you’re to go down the chimney!’ ‘Oh!
Alice	‘I wish you wouldn’t squeeze so.’ said the Dormouse, who was sitting next to her. ‘I can hardly breathe.’ ‘I can’t help it,’ said [MASK] very meekly: ‘I’m growing.’
Alice	The moment [MASK] appeared, she was appealed to by all three to settle the question, and they repeated their arguments to her, though, as they all spoke at once, she found it very hard indeed to make out exactly what they said.
Alice	So she stood still where she was, and waited. When the procession came opposite to [MASK], they all stopped and looked at her, and the Queen said severely ‘Who is this?’ She said it to the Knave of Hearts, who only bowed and smiled in reply.
Alice	‘Off with her head!’ the Queen shouted at the top of her voice. Nobody moved. ‘Who cares for you?’ said [MASK], (she had grown to her full size by this time.) ‘You’re nothing but a pack of cards!’
Alice	[MASK] had never been in a court of justice before, but she had read about them in books, and she was quite pleased to find that she knew the name of nearly everything there. ‘That’s the judge,’ she said to herself, ‘because of his great wig.’
Alice	‘It matters a good deal to ME,’ said [MASK] hastily; ‘but I’m not looking for eggs, as it happens; and if I was, I shouldn’t want YOURS: I don’t like them raw.’
Alice	said the Queen, who had meanwhile been examining the roses. ‘Off with their heads!’ and the procession moved on, three of the soldiers remaining behind to execute the unfortunate gardeners, who ran to [MASK] for protection. ‘You shan’t be beheaded!’
Alice	It quite makes my forehead ache!’ [MASK] watched the White Rabbit as he fumbled over the list, feeling very curious to see what the next witness would be like, ‘--for they haven’t got much evidence YET,’ she said to herself.
Alice	If they had any sense, they’d take the roof off.’ After a minute or two, they began moving about again, and [MASK] heard the Rabbit say, ‘A barrowful will do, to begin with.’
Alice	‘Did you say “What a pity!”?’ the Rabbit asked. ‘No, I didn’t,’ said [MASK]: ‘I don’t think it’s at all a pity. I said “What for?”’
Alice	repeated the Pigeon, but in a more subdued tone, and added with a kind of sob, ‘I’ve tried every way, and nothing seems to suit them!’ ‘I haven’t the least idea what you’re talking about,’ said [MASK].
Alice	‘Ah, well! It means much the same thing,’ said the Duchess, digging her sharp little chin into [MASK]’s shoulder as she added, ‘and the moral of THAT is--“Take care of the sense, and the sounds will take care of themselves.”
Alice	‘Oh, you can’t help that,’ said the Cat: ‘we’re all mad here. I’m mad. You’re mad.’ ‘How do you know I’m mad?’ said [MASK].
Alice	The rabbit-hole went straight on like a tunnel for some way, and then dipped suddenly down, so suddenly that [MASK] had not a moment to think about stopping herself before she found herself falling down a very deep well.
Slim	After him went the Native Son, who had not been with the Flying U long enough to sense the magnitude of the affront, and [MASK], who knew to a nicety just what “cowmen” considered the unpardonable sin, and the rest of the Happy Family, who were rather incredulous still.
Slim	The rest was indistinguishable, but it did not matter. The Happy Family, save [MASK], who stayed to look after the patient, tiptoed penitently off the porch and took themselves and their enthusiasm down to the bunk-house. CHAPTER XVII. Good News
Mary	How's the Kid stacking up?” It was signed simply “The Bunch.” “[MASK]'s little lambs are here yet, I see,” the Native Son remarked carelessly when they went out. “Enough lambs for all the Marys in the country.
Jim	"You won't forget?" he inquired anxiously. "Precious sight, and reasons of his own, says you. Reasons of his own; that's the mainstay; as between man and man. Well, then"--still holding me--"I reckon you can go, [MASK].
Jim	"Will you taste, messmate?" he asked; and when I had refused: "Well, I'll take a drain myself, [MASK]," said he. "I need a caulker, for there's trouble on hand.
Silver	If it had been [MASK] and his lads that were now creeping in on them, not a soul would have seen daybreak. That was what it was, thought I, to have the captain wounded; and again I blamed myself sharply for leaving them in that danger with so few to mount guard.
Jim	In a jiffy I had slipped over the side and curled up in the fore-sheets of the nearest boat, and almost at the same moment she shoved off. No one took notice of me, only the bow oar saying, "Is that you, [MASK]?
Jim	"Why, now, who's to hinder you?" "Not you, I know," was my reply. "And right you was," he cried. "Now you--what do you call yourself, mate?" "[MASK]," I told him.
Jim	Then he passed his hand over his eyes several times and at last turned back into the house. "[MASK]," says he, "rum"; and as he spoke, he reeled a little, and caught himself with one hand against the wall.
Silver	Then he hailed the buccaneer. "Who goes? Stand, or we fire." "Flag of truce," cried [MASK]. The captain was in the porch, keeping himself carefully out of the way of a treacherous shot, should any be intended.
Silver	I readily gave the pledge required. "Then, doctor," said [MASK], "you just step outside o' that stockade, and once you're there I'll bring the boy down on the inside, and I reckon you can yarn through the spars.
Jim	I'd have had you but for that there lurch, but I don't have no luck, not I; and I reckon I'll have to strike, which comes hard, you see, for a master mariner to a ship's younker like you, [MASK]."
Silver	"Leastways, this is good sea-cloth." "Aye, aye," said [MASK]; "like enough; you wouldn't look to find a bishop here, I reckon. But what sort of a way is that for bones to lie?
Jim	This was the first that [MASK] heard, the sound of the squire's shot not having reached him. Where the ball passed, not one of us precisely knew, but I fancy it must have been over our heads and that the wind of it may have contributed to our disaster.
Noah	Every man on board seemed well content, and they must have been hard to please if they had been otherwise, for it is my belief there was never a ship's company so spoiled since [MASK] put to sea.
Shakespeare	They came strangely close together sometimes. But, while she hesitated and sought for words not too direct, her mother had recourse to [MASK], and turned page after page, set upon finding some quotation which said all this about love far, far better than she could.
